Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
30-04-2016,3990,control,limousine,2001,manuell,116,150000,3
07-04-2016,2290,test,kleinwagen,2000,manuell,82,80000,3
11-04-2016,5555,test,limousine,2003,manuell,150,150000,1
16-04-2016,7500,control,limousine,2008,manuell,122,125000,8
23-03-2016,8500,control,kombi,2005,automatik,224,150000,7
27-04-2016,7777,control,cabrio,2012,Unknown,71,60000,4
10-04-2016,5300,test,bus,2008,manuell,131,150000,8
29-03-2016,3200,test,limousine,2005,manuell,109,150000,3
05-04-2016,2999,control,kleinwagen,2004,manuell,75,150000,8
15-04-2016,3500,control,cabrio,1995,manuell,90,150000,3
18-03-2016,2400,test,kombi,2007,manuell,130,150000,12
25-04-2016,4700,test,kleinwagen,2008,manuell,60,100000,12
26-04-2016,1666,test,kombi,1999,manuell,102,150000,8
18-04-2016,11500,control,kombi,2010,automatik,170,150000,11
11-03-2016,12499,control,kombi,2011,automatik,143,125000,11
04-03-2016,11000,control,bus,1992,manuell,77,150000,4
19-04-2016,2300,control,bus,2005,automatik,144,150000,10
19-04-2016,9500,test,suv,2011,manuell,107,100000,3
01-04-2016,1890,test,bus,2003,manuell,82,150000,11
02-04-2016,500,test,kombi,2001,automatik,190,150000,6
02-03-2016,5500,test,limousine,2008,manuell,109,150000,12
28-04-2016,1000,test,kleinwagen,2008,manuell,69,150000,6
01-04-2016,6999,test,kombi,2004,manuell,218,150000,6
23-04-2016,1890,test,limousine,2005,automatik,122,60000,2
04-03-2016,6400,control,kombi,2007,manuell,105,150000,11
11-03-2016,11000,control,bus,2001,manuell,151,150000,12
23-03-2016,6750,test,kleinwagen,2012,automatik,71,20000,11
19-04-2016,4800,control,andere,1971,manuell,44,5000,11
27-03-2016,1900,test,kombi,2002,manuell,90,150000,10
03-04-2016,38500,test,kombi,2014,automatik,177,30000,7
20-03-2016,11500,test,limousine,2007,automatik,140,150000,5
20-03-2016,800,test,cabrio,1998,manuell,150,150000,4
29-03-2016,2400,control,suv,2001,manuell,113,70000,8
07-04-2016,1800,control,kombi,2002,manuell,116,150000,2
11-04-2016,1999,control,bus,2006,manuell,88,125000,6
26-03-2016,7950,test,kombi,2005,automatik,224,150000,10
07-04-2016,9399,control,coupe,2002,automatik,218,125000,11
26-04-2016,2990,test,kleinwagen,2006,manuell,60,90000,11
09-03-2016,18599,test,bus,2013,manuell,140,60000,10
13-04-2016,6599,control,Unknown,2016,manuell,102,70000,11
03-04-2016,1890,control,coupe,2001,manuell,147,150000,2
27-04-2016,35000,control,suv,1977,automatik,150,80000,7
12-04-2016,5450,control,kleinwagen,2011,automatik,71,50000,3
26-03-2016,8900,test,limousine,2005,automatik,150,150000,2
20-04-2016,3200,control,kombi,2003,automatik,220,150000,10
01-03-2016,5555,control,coupe,1995,automatik,275,150000,7
04-04-2016,3199,control,limousine,2001,automatik,170,150000,9
22-04-2016,4650,test,cabrio,1997,manuell,116,150000,3
03-03-2016,2200,test,andere,1999,manuell,116,150000,1
15-03-2016,500,test,cabrio,1996,automatik,90,150000,3
23-04-2016,5350,control,limousine,2005,automatik,177,150000,9
22-04-2016,17400,control,suv,2013,manuell,150,20000,4
17-04-2016,35200,control,kombi,2011,automatik,300,150000,4
16-03-2016,800,test,kleinwagen,2001,manuell,50,150000,10
11-04-2016,12750,control,limousine,2009,manuell,177,125000,1
23-04-2016,1300,test,cabrio,1992,manuell,116,150000,8
29-03-2016,1100,control,kleinwagen,2001,manuell,75,150000,8
11-04-2016,13998,test,limousine,2011,automatik,105,30000,6
15-03-2016,850,control,limousine,2002,automatik,150,150000,3
17-04-2016,2200,test,kleinwagen,2006,manuell,68,150000,9
23-03-2016,700,test,limousine,1993,manuell,113,150000,3
16-04-2016,3300,test,kleinwagen,2009,manuell,64,125000,8
23-04-2016,700,test,limousine,1998,manuell,100,150000,4
29-03-2016,12500,control,limousine,2009,automatik,225,150000,3
30-04-2016,4399,control,limousine,2003,manuell,110,125000,11
13-04-2016,21000,test,limousine,2006,automatik,387,150000,1
14-04-2016,4699,control,kombi,2000,automatik,286,150000,11
08-04-2016,1750,control,kombi,2004,manuell,131,150000,1
07-03-2016,900,control,kleinwagen,1998,manuell,55,150000,11
12-03-2016,7950,control,limousine,2005,manuell,170,150000,5
02-03-2016,17400,control,limousine,2010,automatik,211,80000,1
12-03-2016,1900,test,kombi,2001,manuell,125,150000,9
20-04-2016,20899,test,limousine,2009,automatik,239,150000,11
17-04-2016,999,test,cabrio,1992,manuell,90,125000,4
19-04-2016,590,control,kombi,1998,manuell,65,150000,8
21-04-2016,7900,control,bus,2005,manuell,131,150000,10
06-04-2016,5590,control,Unknown,2016,manuell,109,150000,9
24-03-2016,700,test,kleinwagen,1999,manuell,60,150000,2
09-03-2016,1300,control,limousine,2000,manuell,116,150000,3
21-03-2016,7890,control,kleinwagen,2001,manuell,60,70000,5
09-04-2016,5990,test,kleinwagen,2008,manuell,80,70000,11
19-03-2016,11250,test,coupe,2004,manuell,280,125000,6
19-04-2016,4500,control,kleinwagen,2006,manuell,109,150000,8
22-04-2016,34999,control,coupe,2008,manuell,436,80000,10
03-04-2016,19990,test,coupe,2010,automatik,204,150000,3
21-04-2016,12000,control,suv,2009,manuell,136,60000,10
15-04-2016,1900,control,bus,1997,automatik,174,150000,7
13-03-2016,750,control,kombi,1992,manuell,90,150000,2
09-04-2016,2900,test,cabrio,1999,manuell,193,150000,6
29-03-2016,11700,control,suv,2010,manuell,150,150000,4
27-04-2016,22900,test,limousine,2008,automatik,377,150000,4
18-04-2016,1850,control,kleinwagen,2001,manuell,75,50000,11
24-03-2016,2500,control,limousine,2002,manuell,110,125000,8
03-04-2016,14500,test,bus,2013,manuell,140,150000,5
17-04-2016,4800,test,limousine,2004,automatik,245,150000,10
29-03-2016,800,control,kleinwagen,2000,manuell,136,150000,4
06-03-2016,2350,control,kleinwagen,2005,manuell,75,150000,3
09-04-2016,6350,control,limousine,2003,automatik,204,150000,9
27-04-2016,10300,test,limousine,2010,manuell,122,60000,4
27-04-2016,2700,control,kombi,2001,manuell,147,150000,5
11-03-2016,17500,test,suv,2005,automatik,450,150000,7
07-03-2016,4500,test,kleinwagen,2010,automatik,52,30000,3
17-04-2016,1200,control,limousine,1995,automatik,220,150000,12
18-04-2016,7500,control,limousine,2000,automatik,306,150000,3
23-04-2016,7900,control,limousine,2008,manuell,110,150000,10
24-04-2016,26900,control,bus,2011,automatik,224,80000,11
06-04-2016,2500,test,limousine,2000,manuell,170,150000,11
30-03-2016,13000,test,bus,2008,automatik,140,70000,4
03-04-2016,1450,test,limousine,2001,manuell,101,150000,8
27-04-2016,888,control,kleinwagen,1995,manuell,60,150000,10
09-04-2016,9800,test,kombi,2010,manuell,150,150000,11
18-04-2016,1200,test,kleinwagen,2002,manuell,58,100000,3
05-03-2016,17800,test,cabrio,2007,manuell,320,125000,5
14-04-2016,19499,control,coupe,2011,automatik,211,70000,5
29-04-2016,1450,test,kleinwagen,1998,manuell,65,150000,10
18-04-2016,1900,test,kleinwagen,2001,manuell,58,100000,4
24-04-2016,1400,test,kombi,1999,manuell,122,150000,10
17-03-2016,899,control,kleinwagen,1997,manuell,58,150000,6
18-03-2016,3100,control,kleinwagen,2000,manuell,131,150000,7
20-04-2016,9500,control,kleinwagen,2013,manuell,68,30000,9
22-03-2016,20000,control,coupe,2007,automatik,245,150000,1
25-04-2016,6350,test,suv,2000,automatik,200,150000,3
18-03-2016,3350,test,kombi,2002,automatik,193,150000,5
23-03-2016,2400,control,kleinwagen,2007,manuell,102,125000,6
07-03-2016,950,control,kombi,2006,manuell,136,20000,12
10-03-2016,4800,test,kleinwagen,2002,manuell,75,150000,2
10-04-2016,11000,test,limousine,2008,manuell,230,150000,1
30-03-2016,4444,control,suv,1999,automatik,218,150000,8
09-03-2016,1300,test,Unknown,2016,automatik,54,125000,9
08-04-2016,1300,control,cabrio,1992,manuell,105,100000,5
09-03-2016,1150,control,kombi,1999,automatik,115,150000,8
04-04-2016,8150,test,kombi,2010,manuell,110,90000,10
02-04-2016,3100,control,limousine,2007,manuell,77,125000,9
27-03-2016,17900,test,coupe,2005,automatik,306,150000,10
06-03-2016,1200,test,limousine,1997,manuell,110,150000,4
11-03-2016,1400,test,kombi,1999,automatik,125,150000,4
19-04-2016,11499,test,limousine,1998,manuell,400,125000,7
15-04-2016,500,test,kleinwagen,1999,manuell,55,150000,6
01-04-2016,1700,test,kleinwagen,2001,manuell,50,125000,8
15-04-2016,950,test,kleinwagen,1995,manuell,75,150000,9
17-03-2016,2049,control,kleinwagen,2004,manuell,88,150000,8
27-04-2016,5499,test,cabrio,2006,manuell,145,150000,9
27-03-2016,2850,control,kombi,2006,manuell,155,150000,12
10-03-2016,4290,control,kleinwagen,2007,manuell,64,150000,1
14-04-2016,5900,control,limousine,1998,automatik,284,150000,8
07-03-2016,1490,control,kleinwagen,2001,manuell,50,125000,10
21-04-2016,25000,test,limousine,2011,automatik,204,50000,3
09-04-2016,900,control,kleinwagen,2001,manuell,60,150000,12
29-04-2016,10199,test,kombi,2005,manuell,131,50000,6
04-04-2016,1200,test,kleinwagen,1992,manuell,75,100000,6
16-03-2016,1399,control,kombi,1997,manuell,107,150000,12
15-04-2016,4950,control,bus,2005,manuell,101,150000,3
08-03-2016,1600,test,kombi,2005,manuell,113,150000,2
28-03-2016,15499,control,limousine,2006,manuell,200,150000,6
29-04-2016,4990,control,limousine,1998,automatik,286,150000,3
01-04-2016,1100,test,coupe,2000,automatik,90,150000,10
08-03-2016,17500,test,limousine,2012,automatik,116,70000,3
28-04-2016,9999,test,limousine,2009,manuell,110,80000,7
02-03-2016,1990,test,andere,2000,manuell,60,150000,1
15-03-2016,14900,control,kombi,2010,automatik,170,150000,7
22-04-2016,3499,test,bus,2004,manuell,101,150000,4
07-04-2016,22750,control,limousine,2015,automatik,110,40000,3
22-04-2016,4444,control,cabrio,2001,manuell,231,150000,8
06-04-2016,1200,test,kombi,1997,automatik,150,150000,5
02-03-2016,9999,control,kombi,2014,manuell,86,40000,10
15-04-2016,900,test,kombi,2004,manuell,100,150000,5
29-03-2016,16990,control,kombi,2007,automatik,232,150000,5
22-04-2016,900,test,kleinwagen,1999,manuell,105,150000,9
13-04-2016,19990,test,kombi,2011,automatik,239,150000,8
10-04-2016,600,control,kleinwagen,1998,manuell,50,150000,12
26-04-2016,60900,control,limousine,2015,automatik,313,20000,5
09-03-2016,1790,control,coupe,2000,manuell,136,150000,1
18-03-2016,2699,control,cabrio,2004,manuell,109,150000,4
01-04-2016,6500,control,suv,2007,manuell,86,150000,8
13-04-2016,5950,test,limousine,2005,automatik,102,90000,2
29-03-2016,1800,test,coupe,1994,manuell,140,150000,6
05-03-2016,21500,control,cabrio,2009,manuell,258,125000,5
14-03-2016,1100,test,limousine,2000,automatik,204,150000,2
05-03-2016,1999,test,limousine,2003,manuell,132,90000,11
27-03-2016,7490,control,limousine,2005,manuell,116,125000,1
18-04-2016,17499,control,suv,2012,manuell,140,50000,11
30-04-2016,7950,test,kleinwagen,2011,manuell,101,50000,12
29-04-2016,7200,control,limousine,2005,automatik,306,150000,9
07-03-2016,600,control,limousine,1997,automatik,101,150000,5
26-03-2016,2800,control,kleinwagen,2009,manuell,68,125000,9
10-04-2016,7950,test,kombi,2006,automatik,179,150000,10
06-03-2016,10000,test,kleinwagen,2014,manuell,86,60000,2
26-03-2016,9950,test,limousine,2009,manuell,160,100000,4
02-04-2016,3500,test,kleinwagen,2009,manuell,54,70000,12
17-04-2016,3450,test,coupe,2002,automatik,163,150000,6
03-03-2016,3200,control,limousine,2000,manuell,170,150000,1
09-04-2016,14500,test,bus,2013,manuell,123,20000,7
19-03-2016,7850,test,limousine,2009,manuell,80,125000,4
03-04-2016,1250,control,suv,2004,manuell,145,150000,2
14-04-2016,950,test,kleinwagen,2003,manuell,83,150000,7
19-04-2016,7490,control,kombi,2009,manuell,110,150000,9
07-03-2016,10790,test,limousine,2008,automatik,150,150000,1
27-04-2016,2399,control,coupe,1999,automatik,218,150000,12
21-03-2016,1750,test,limousine,2002,automatik,131,150000,3
28-04-2016,5500,control,limousine,2009,manuell,110,125000,1
28-04-2016,6700,test,limousine,2008,automatik,124,80000,3
08-03-2016,8900,control,cabrio,1991,manuell,136,150000,7
07-03-2016,5700,test,kombi,2006,manuell,177,150000,5
15-03-2016,7890,test,limousine,2008,manuell,147,100000,1
07-03-2016,2000,control,limousine,1998,manuell,75,150000,1
25-04-2016,3500,control,kleinwagen,2006,manuell,72,150000,4
03-03-2016,9900,test,cabrio,1999,manuell,204,150000,6
21-04-2016,24480,control,coupe,2011,manuell,211,40000,9
26-04-2016,13950,test,cabrio,2010,manuell,122,50000,8
25-04-2016,14500,test,kleinwagen,1998,manuell,63,20000,10
05-03-2016,64900,test,coupe,1997,manuell,286,150000,3
28-03-2016,2600,test,kombi,2007,manuell,136,150000,1
09-04-2016,6990,test,limousine,2009,manuell,105,100000,3
22-04-2016,1699,control,kombi,2000,manuell,150,150000,7
30-03-2016,27900,test,cabrio,2007,automatik,272,80000,4
18-03-2016,15500,control,cabrio,2005,automatik,231,125000,6
06-04-2016,6399,control,cabrio,2002,manuell,170,150000,9
05-03-2016,2500,test,limousine,2002,automatik,180,150000,9
17-04-2016,2800,control,limousine,2002,manuell,116,150000,7
11-04-2016,17495,test,suv,2008,automatik,177,150000,11
20-03-2016,950,test,limousine,1999,manuell,125,150000,3
24-04-2016,2050,test,coupe,2004,automatik,50,125000,3
21-04-2016,1450,control,kombi,2004,manuell,100,150000,6
09-04-2016,4900,test,bus,2007,manuell,150,150000,3
29-03-2016,19999,control,limousine,2012,manuell,140,90000,3
07-03-2016,4200,test,bus,2007,manuell,101,150000,11
16-03-2016,9100,control,kombi,2008,automatik,140,150000,3
04-04-2016,5500,control,limousine,1990,manuell,136,70000,11
22-04-2016,2290,control,kombi,2003,manuell,116,150000,10
19-03-2016,4300,control,kombi,2010,manuell,110,150000,2
17-03-2016,8200,test,limousine,2009,manuell,80,40000,9
28-04-2016,600,control,kleinwagen,1999,manuell,54,150000,12
25-03-2016,20200,control,kombi,2011,automatik,136,125000,7
21-03-2016,5299,control,kleinwagen,2009,automatik,71,30000,11
17-03-2016,1390,test,bus,1999,manuell,110,150000,10
26-04-2016,1100,control,kleinwagen,1998,manuell,90,150000,11
27-03-2016,1299,test,kombi,2002,automatik,109,150000,4
11-04-2016,1400,control,kombi,1995,manuell,174,150000,4
13-04-2016,4500,test,kleinwagen,2009,manuell,95,80000,6
28-04-2016,1950,control,kombi,1999,manuell,110,150000,6
19-03-2016,1090,control,bus,1999,manuell,101,150000,6
23-03-2016,14999,control,bus,2007,manuell,131,150000,4
26-03-2016,4150,control,limousine,2002,manuell,192,150000,11
02-03-2016,2150,control,kombi,2001,manuell,170,150000,7
05-04-2016,6499,test,limousine,2004,manuell,116,125000,7
21-04-2016,39000,test,limousine,1994,automatik,243,30000,7
05-03-2016,6500,test,kombi,2006,automatik,140,150000,12
11-04-2016,8690,test,kombi,2005,manuell,200,125000,7
26-04-2016,1499,test,kleinwagen,2001,manuell,75,150000,3
15-04-2016,28750,test,bus,2012,automatik,163,50000,5
30-04-2016,680,control,kleinwagen,2011,manuell,155,125000,11
29-03-2016,1899,test,coupe,1994,manuell,150,150000,6
29-03-2016,1350,control,kleinwagen,1999,manuell,50,150000,8
28-04-2016,6000,test,cabrio,2007,manuell,120,125000,10
22-03-2016,24900,control,coupe,1976,automatik,211,90000,6
05-04-2016,20950,test,limousine,2010,automatik,245,150000,7
09-03-2016,1500,test,limousine,2003,manuell,120,150000,3
07-03-2016,16866,test,cabrio,2012,manuell,105,30000,5
29-03-2016,16500,control,coupe,2010,manuell,170,150000,4
19-03-2016,2740,control,kleinwagen,2005,manuell,86,60000,2
17-03-2016,13999,test,kleinwagen,2010,manuell,192,80000,9
14-03-2016,5900,test,limousine,2004,automatik,150,150000,5
28-03-2016,1150,control,kleinwagen,2005,manuell,64,150000,5
11-04-2016,9300,control,kombi,2008,automatik,160,80000,2
08-03-2016,17980,test,coupe,2007,automatik,286,150000,3
18-03-2016,4390,test,kleinwagen,2003,manuell,75,150000,2
05-03-2016,1300,control,kombi,2000,manuell,75,150000,7
21-04-2016,11999,control,suv,2006,automatik,190,150000,5
17-03-2016,750,control,kombi,1997,manuell,150,150000,2
06-03-2016,1200,control,coupe,2000,manuell,116,150000,4
11-03-2016,2750,test,kombi,2003,manuell,87,150000,3
27-04-2016,17500,test,limousine,1987,manuell,170,150000,4
06-03-2016,4999,control,limousine,2002,manuell,143,60000,9
14-03-2016,6700,control,bus,2005,manuell,150,150000,7
04-03-2016,2986,test,kombi,2004,automatik,207,150000,12
16-04-2016,5299,control,kombi,2005,manuell,163,150000,10
03-03-2016,7800,control,kleinwagen,2012,manuell,69,30000,9
18-03-2016,7990,control,kombi,2008,manuell,179,150000,1
02-03-2016,4500,test,limousine,2002,manuell,143,150000,3
18-04-2016,43500,test,kombi,2015,automatik,239,20000,2
11-03-2016,650,control,limousine,1997,manuell,101,150000,6
20-04-2016,2350,test,kombi,2001,manuell,101,125000,4
21-03-2016,550,control,kleinwagen,1995,manuell,65,150000,3
27-04-2016,2190,control,bus,2006,manuell,103,150000,2
06-03-2016,1399,control,kleinwagen,2004,manuell,72,125000,5
18-04-2016,2199,control,limousine,1998,manuell,116,100000,12
02-04-2016,1200,control,kombi,2000,manuell,131,150000,6
27-03-2016,1099,control,kleinwagen,1999,manuell,60,150000,9
19-03-2016,29500,test,suv,2014,automatik,156,20000,4
04-03-2016,1700,control,limousine,1999,manuell,150,150000,5
29-03-2016,38200,test,limousine,2014,automatik,177,20000,9
06-04-2016,900,test,limousine,1999,manuell,75,150000,2
10-03-2016,10990,control,cabrio,1989,manuell,125,125000,5
24-03-2016,850,test,bus,1997,manuell,75,150000,4
15-03-2016,4250,test,kleinwagen,2002,manuell,131,150000,4
16-03-2016,1100,control,limousine,1998,manuell,75,150000,12
26-03-2016,1350,test,kleinwagen,2003,manuell,58,100000,9
30-04-2016,800,control,kleinwagen,1999,manuell,56,90000,9
18-03-2016,15790,control,bus,2012,automatik,122,30000,10
03-04-2016,7500,test,limousine,1996,automatik,326,150000,4
13-03-2016,5000,control,kleinwagen,2009,manuell,60,125000,3
29-03-2016,7990,control,kleinwagen,2009,manuell,120,60000,11
28-03-2016,7450,test,kleinwagen,2006,manuell,116,80000,4
09-03-2016,1290,test,kombi,1995,manuell,90,150000,7
02-04-2016,2000,control,kombi,2010,manuell,110,70000,2
26-03-2016,2500,control,cabrio,2003,manuell,95,90000,6
11-04-2016,4650,test,kleinwagen,2014,manuell,105,20000,3
14-03-2016,2500,test,kleinwagen,2007,manuell,69,70000,3
13-03-2016,3290,test,limousine,1999,manuell,150,150000,1
09-04-2016,3300,control,limousine,1999,manuell,118,150000,2
18-04-2016,1899,control,kleinwagen,2003,manuell,58,100000,6
07-04-2016,7500,test,limousine,2009,manuell,122,125000,6
13-03-2016,1450,control,kleinwagen,1999,automatik,90,150000,7
22-03-2016,1900,control,limousine,2000,manuell,116,150000,7
02-04-2016,800,control,kleinwagen,2004,manuell,69,125000,4
13-03-2016,8000,control,bus,2007,manuell,170,150000,5
20-03-2016,2500,test,kleinwagen,2010,manuell,86,150000,12
24-03-2016,6899,test,bus,2006,manuell,120,150000,11
19-03-2016,800,test,limousine,1993,manuell,133,150000,10
